date,real,nominal
1871.01,1.0,1.0
1871.02,0.982700824920843,1.0127068103199475
1871.03,0.9870526517645156,1.0322641564742567
1871.04,1.0466508007130466,1.0546421628942788
1871.05,1.092427115868863,1.0757524696014071
1871.06,1.108788167809957,1.0749322051359818
1871.07,1.1008072865815077,1.0671950137527348
1871.08,1.132107817580692,1.0802594813515949
1871.09,1.1175797352384633,1.0919882460818495
1871.10,1.0698898697344776,1.0617210731910127
1871.11,1.0818187802585357,1.0735589043939062
1871.12,1.076094185102099,1.0925265202580274
1872.01,1.0972399382225466,1.1139951764358562
1872.02,1.1043402424463526,1.1212039047923543
1872.03,1.1140108574292324,1.1480262898729345
1872.04,1.1127441155426532,1.1722088576818446
1872.05,1.1171331350938782,1.1768324252411984
1872.06,1.123011026453344,1.17445004363325
1872.07,1.140129516217385,1.1749424610619799
1872.08,1.128140876770238,1.171201311262077
1872.09,1.1122395186787586,1.1631851517685543
1872.10,1.144809867939393,1.1710248997366726
1872.11,1.1136441825574679,1.1731570240325229
1872.12,1.1517566126297416,1.1957184450479332
1873.01,1.1621377468261211,1.2064958206696688
1873.02,1.1482427261015555,1.2183640774893687
1873.03,1.1487344115733418,1.2188857894084864
1873.04,1.1451935215769826,1.2151286629091507
1873.05,1.1779657112524202,1.2229279286381012
1873.06,1.209948134847065,1.2191863007754546
1873.07,1.2149276780635818,1.2242038636765815
1873.08,1.2214157270651291,1.2307414500686182
1873.09,1.1723662238198937,1.1813174452752302
1873.10,1.1461587220845082,1.1286639245099184
1873.11,1.166427502823264,1.113007391757794
1873.12,1.2044884061800254,1.1769067929724033
1874.01,1.2315250153644794,1.222122106174212
1874.02,1.2620402535406798,1.2524043551622837
1874.03,1.2585212045324958,1.2489121747096281
1874.04,1.2645966862900735,1.235638651919687
1874.05,1.262461512049875,1.2239132563323618
1874.06,1.2979129948884003,1.228561312009846
1874.07,1.2958895240689434,1.2365403042187741
1874.08,1.3165740903180427,1.2462252848453697
1874.09,1.3374828161039425,1.2660167898885777
1874.10,1.366299748260465,1.2724300645341222
1874.11,1.3937426545753282,1.2873551320440997
1874.12,1.3970551525676247,1.2904147795882641
1875.01,1.4059200805115633,1.2986030275739067
1875.02,1.4132248186699718,1.305350178581731
1875.03,1.4336040085310429,1.3241737788844317
1875.04,1.4421428354369332,1.343062460121758
1875.05,1.4532310146327323,1.3201112646601403
1875.06,1.4698638813558516,1.3127847320735848
1875.07,1.4813413743780808,1.3230356660499778
1875.08,1.482164382812091,1.3350776762163683
1875.09,1.4963235759791633,1.3364167728070246
1875.10,1.4917383303434244,1.3323215361393597
1875.11,1.5284923785092883,1.3534775035025608
1875.12,1.5514634306318174,1.3619726375935952
1876.01,1.5941946634291273,1.3873128584892678
1876.02,1.6155590321356696,1.405904730674022
1876.03,1.6218234997199479,1.4113562458688877
1876.04,1.607245829008057,1.3864091886978134
1876.05,1.6383608090077308,1.3632229088109953
1876.06,1.6868094891087706,1.364898110078174
1876.07,1.6840980448715288,1.3627041189138553
1876.08,1.637035820383628,1.3371223228639249
1876.09,1.5739985325054553,1.2976515480047268
1876.10,1.5497362732305804,1.3013039603007948
1876.11,1.5283781872011608,1.2950391427561152
1876.12,1.505588396032279,1.2987195542726704
1877.01,1.4807330892702517,1.2998810744409415
1877.02,1.4752934286479518,1.2613230117300542
1877.03,1.5072849127496866,1.2311424580076136
1877.04,1.4138831427502845,1.1872289271696796
1877.05,1.3969128368673152,1.1943104146655228
1877.06,1.4260423007342076,1.1538958333652944
1877.07,1.4544401307271464,1.1879791155752786
1877.08,1.5776165756197598,1.2404177292302079
1877.09,1.657657632794842,1.290694351318592
1877.10,1.686674878043807,1.313287915751146
1877.11,1.7133319778285434,1.3078917649278397
1877.12,1.7182409521675572,1.311639087218745
1878.01,1.7796404187267176,1.3177454809612048
1878.02,1.783313607196092,1.3068609919739242
1878.03,1.8502909432134247,1.3276892251998476
1878.04,1.910023587528166,1.3559674380053655
1878.05,1.9862605319559192,1.3646062749803232
1878.06,2.0664310344478323,1.3881435403602422
1878.07,2.0779978313635032,1.4117660141815493
1878.08,2.0529856786262903,1.4104479721698198
1878.09,2.087609379204325,1.4342352439358759
1878.10,2.105335946280021,1.4303391911831855
1878.11,2.134706294917105,1.4340080575915957
1878.12,2.1860629971844654,1.4351254345615696
1879.01,2.2192232904608624,1.4738389473752764
1879.02,2.2523803993776244,1.513056690355764
1879.03,2.265613876535898,1.5046480384851464
1879.04,2.34844404767763,1.5417267429198873
1879.05,2.4245292879281743,1.5916758357040013
1879.06,2.471482162402644,1.6036360872668207
1879.07,2.4844661977167046,1.6310237336453353
1879.08,2.506833516251089,1.6457076232555508
1879.09,2.489626494893249,1.6914214348289134
1879.10,2.533011976744913,1.8175804843889762
1879.11,2.500464560968649,1.8896670338789197
1879.12,2.4328389968729023,1.8942702575062265
1880.01,2.427465311473604,1.945688537577466
1880.02,2.463804360907342,1.9748154097990778
1880.03,2.479680112940607,2.006456995649985
1880.04,2.551882296035536,1.9869603949337524
1880.05,2.5135755725660323,1.8995753712267534
1880.06,2.5835785758240775,1.913026337891443
1880.07,2.665691310038537,1.973827207157993
1880.08,2.735445812998205,2.0254773495601106
1880.09,2.7165425595573414,2.032221599563979
1880.10,2.776789535571086,2.0772918325087173
1880.11,2.849966846801103,2.1537951315581245
1880.12,2.906417126623021,2.218647100822331
1881.01,3.0542522048844774,2.3081789659463876
1881.02,3.0287024089419794,2.311994984236929
1881.03,3.0609071969247754,2.3365788813094204
1881.04,3.0358426908212217,2.3406050643088334
1881.05,3.1624947654841673,2.4141269257381843
1881.06,3.198458815624118,2.441580499021225
1881.07,3.108986412510547,2.396998159354914
1881.08,3.015599156266668,2.37104675210157
1881.09,2.9285819175123575,2.3920504410977124
1881.10,2.8842497290867817,2.377861890267491
1881.11,2.93446481358885,2.396855559940575
1881.12,2.8938820318687304,2.36370775542328
1882.01,2.8797251577802747,2.3521444944793553
1882.02,2.8267373093364663,2.3304469283235947
1882.03,2.834954366577655,2.3372213165005
1882.04,2.819989877237842,2.3464152597705317
1882.05,2.785329781776368,2.3388241847198805
1882.06,2.762624410722654,2.3408517463672083
1882.07,2.8912815677491355,2.427791243869815
1882.08,2.928024395658044,2.48099994823003
1882.09,3.0385463158451307,2.505068619196333
1882.10,3.0273343052586443,2.4727108765307806
1882.11,2.9882749779776594,2.417991418811967
1882.12,3.037849796246548,2.4349305835603565
1883.01,3.040420973443143,2.4369914616193973
1883.02,2.9834416850394465,2.414080513378119
1883.03,3.0461368800408137,2.441572937571446
1883.04,3.1262156885003836,2.481889375354782
1883.05,3.13679549369833,2.4663386550843605
1883.06,3.2607517378466926,2.4891325210709474
1883.07,3.3097994573620753,2.4760318677180537
1883.08,3.2334912813814825,2.418946392320105
1883.09,3.3016181121737045,2.4447030430390893
1883.10,3.2625625789151798,2.4157841378960083
1883.11,3.3392180172154964,2.4470703037234194
1883.12,3.276078302815337,2.4257919371704784
1884.01,3.2312979965651136,2.3926340893398987
1884.02,3.298055627675423,2.442065179907185
1884.03,3.3055766921071785,2.4476341974248106
1884.04,3.2988257569499297,2.3922826380802165
1884.05,3.224691018309428,2.2892785445203163
1884.06,3.1654220769237327,2.247202229270169
1884.07,3.215631804534935,2.2583161941878185
1884.08,3.3444006999393223,2.3487497075612387
1884.09,3.3356892182106863,2.3171631224539806
1884.10,3.3264414262414004,2.2853411073589487
1884.11,3.380031300549693,2.270566274827179
1884.12,3.4313402621257136,2.278834645326536
1885.01,3.4009197889438885,2.2586316858651436
1885.02,3.440744814112678,2.311351120902409
1885.03,3.5430215350192005,2.3259532440987445
1885.04,3.5144905560008817,2.334056732317824
1885.05,3.5896116690514477,2.329141152355673
1885.06,3.683378794392045,2.3337479996250514
1885.07,3.7379234763899736,2.396839319445231
1885.08,3.882487639458025,2.4895370625672597
1885.09,3.9150596922734215,2.480538449959726
1885.10,4.072613530504125,2.580362816479933
1885.11,4.206077475084805,2.6970300319396934
1885.12,4.103742913095982,2.694060436076663
1886.01,4.217579195615725,2.704405189880702
1886.02,4.278804726014657,2.7436643559767866
1886.03,4.288681611080038,2.71726115872879
1886.04,4.318676372828431,2.7032972697768995
1886.05,4.3881315969844366,2.6797790690578376
1886.06,4.577822618010601,2.7606745610640315
1886.07,4.575391827839614,2.794136634691807
1886.08,4.552522264292507,2.8149208978748113
1886.09,4.63798143816626,2.867762114344892
1886.10,4.7236722908964275,2.9207465827567884
1886.11,4.809590728308197,2.973871771595535
1886.12,4.686198364743069,2.9333495153159928
1887.01,4.5578828607908735,2.9226154369323254
1887.02,4.497427017514938,2.9181826091451097
1887.03,4.572996397479908,2.967216256503662
1887.04,4.64893473720182,3.016489305622819
1887.05,4.71061906064263,3.056513550423419
1887.06,4.695842452552581,3.0110781826567052
1887.07,4.695654459104955,2.975114646788691
1887.08,4.583590541968813,2.939099771469468
1887.09,4.617308581227324,2.9254755664817282
1887.10,4.485918124393588,2.876470054101453
1887.11,4.496878444800555,2.917826664435228
1887.12,4.3926285900469475,2.9172490777261495
1888.01,4.376201541100196,2.9397525488751763
1888.02,4.429839186824522,2.9419615196969966
1888.03,4.34740549139689,2.8872153427712464
1888.04,4.426769820268379,2.906123917837225
1888.05,4.534009929517545,2.9419196519436115
1888.06,4.522438018196927,2.899887418839572
1888.07,4.556091140178553,2.9562471784802007
1888.08,4.632673510517252,3.0059381107441747
1888.09,4.720011333607939,3.0626077833083474
1888.10,4.667858096412441,3.064395622501987
1888.11,4.575228427622712,3.0385179710188437
1888.12,4.541242954153853,3.015947410111927
1889.01,4.77715762345686,3.06321927118402
1889.02,4.884680963576712,3.0948797459847635
1889.03,4.8986625203903476,3.066342525743995
1889.04,4.909718378849018,3.0732629961396016
1889.05,5.13152003825021,3.1337574288801706
1889.06,5.201534564934667,3.176514456328466
1889.07,5.153942117020633,3.147450322095825
1889.08,5.212527790808502,3.1832278868505535
1889.09,5.241345334954281,3.240834785600841
1889.10,5.199587742042781,3.215015181849863
1889.11,5.187127088694562,3.2073104960790344
1889.12,5.123163121726934,3.206869810093157
1890.01,5.304065824242819,3.2391290604134833
1890.02,5.2823621990152105,3.225874918115748
1890.03,5.272535527294864,3.2198738881528395
1890.04,5.352457474113818,3.268681257647174
1890.05,5.436770717010633,3.3616704366948125
1890.06,5.427043264442974,3.3556557468314465
1890.07,5.417309644478837,3.3496372435362685
1890.08,5.16246721233726,3.310288313292864
1890.09,5.063810212426692,3.2856837565938113
1890.10,4.939594670428193,3.205085753995017
1890.11,4.854203510075593,3.075569569075948
1890.12,4.803158580670568,3.0432280672810883
1891.01,5.028697544473798,3.147738605290922
1891.02,5.023442385628384,3.1827974457964876
1891.03,4.924959247742123,3.157992946140828
1891.04,4.983316697066768,3.23345505432527
1891.05,5.0476455511196585,3.2366621210851636
1891.06,5.124205732411727,3.2075224375128415
